Delta,Theta,Alpha,Beta,Y
1.5878E+04,3.0523E+04,2.0273E+04,5.973E+03,0E+00
3.97826E+05,1.00403E+05,4.3138E+04,2.1828E+04,0E+00
3.10749E+05,3.14504E+05,4.8018E+04,1.1367E+04,0E+00
7.09821E+05,8.9964E+04,3.6341E+04,2.5254E+04,0E+00
7.2358E+05,2.2957E+04,5.357E+03,7.156E+03,0E+00
3.03773E+05,2.96982E+05,2.4207E+04,4.578E+03,0E+00
1.43339E+05,2.6224E+04,1.099E+03,6.7E+03,0E+00
1.78889E+05,5.1502E+04,1.0991E+04,1.8069E+04,0E+00
5.4828E+04,3.2188E+04,1.4046E+04,1.2324E+04,0E+00
9.54024E+05,9.3869E+04,1.5141E+05,1.4132E+04,0E+00
5.73099E+05,5.3163E+04,3.922E+03,6.574E+03,0E+00
6.28464E+05,7.3364E+04,1.1596E+04,2.2263E+04,0E+00
4.61351E+05,7.027E+04,5.4372E+04,3.235E+03,0E+00
2.23217E+05,5.0369E+04,1.879E+03,2.588E+03,0E+00
1.595145E+06,3.05092E+05,3.5056E+04,9.722E+03,0E+00
6.18516E+05,3.5036E+04,5.913E+03,8.637E+03,0E+00
5.4514E+05,2.00827E+05,1.3985E+04,2.4163E+04,0E+00
7.87431E+05,2.9967E+04,5.997E+03,1.0064E+04,0E+00
6.571E+03,1.6046E+04,1.2913E+04,1.391E+03,0E+00
2.36168E+05,1.10525E+05,9.935E+04,8.98E+03,0E+00
4.265E+03,2.9137E+04,7.974E+03,8.965E+03,0E+00
1.589922E+06,3.26611E+05,2.1108E+04,2.0824E+04,0E+00
9.34051E+05,1.00691E+05,3.936E+03,2.7498E+04,0E+00
1.86804E+05,9.7957E+04,5.421E+03,2.1692E+04,0E+00
4.19967E+05,2.38062E+05,4.0719E+04,1.4637E+04,0E+00
8.77526E+05,4.0407E+04,1.193E+04,5.388E+03,0E+00
1.34343E+05,5.8156E+04,1.1934E+04,9.09E+03,0E+00
6.87732E+05,1.68192E+05,1.3111E+04,2.5357E+04,0E+00
3.80135E+05,4.52065E+05,1.33428E+05,3.8856E+04,0E+00
2.55287E+05,6.3356E+04,8.011E+03,4.716E+03,0E+00
8.12987E+05,8.3096E+04,1.1223E+04,6.628E+03,0E+00
5.87001E+05,5.5421E+04,1.0878E+04,5.777E+03,0E+00
1.1488E+04,4.9889E+04,1.7797E+04,7.736E+03,0E+00
7.1873E+04,9.9513E+04,1.5474E+04,7.05E+03,0E+00
4.31519E+05,1.60736E+05,5.719E+04,6.679E+03,0E+00
7.5503E+04,3.259E+04,2.751E+03,5.062E+03,0E+00
1.495298E+06,2.3904E+05,4.493E+03,5.6769E+04,0E+00
1.05437E+06,2.69017E+05,3.3262E+04,1.8566E+04,0E+00
2.59518E+05,5.8481E+04,3.3756E+04,1.2182E+04,0E+00
4.40188E+05,1.81385E+05,1.01687E+05,7.815E+03,0E+00
1.146084E+06,2.49872E+05,2.9044E+04,2.2938E+04,0E+00
2.2697E+05,2.6039E+04,3.1509E+04,4.881E+03,0E+00
2.031374E+06,7.1918E+04,3.6929E+04,1.8621E+04,0E+00
7.34582E+05,2.1346E+05,6.321E+03,8.483E+03,0E+00
2.7953E+05,4.7158E+04,6.6298E+04,2.4969E+04,0E+00
6.98209E+05,7.04664E+05,2.8475E+04,2.9821E+04,0E+00
5.91777E+05,1.44774E+05,3.7361E+04,2.4393E+04,0E+00
4.4341E+04,3.1679E+04,3.4574E+04,1.1136E+04,0E+00
2.115898E+06,4.28416E+05,1.2768E+05,6.4633E+04,0E+00
4.01959E+05,4.20036E+05,2.9315E+04,5.739E+04,0E+00
7.18745E+05,5.5439E+04,1.5558E+04,2.757E+03,0E+00
2.84366E+05,1.07552E+05,3.1497E+04,8.981E+03,0E+00
3.68901E+05,7.5517E+04,1.5055E+04,5.0169E+04,0E+00
5.60728E+05,2.5547E+04,3.3091E+04,4.702E+03,0E+00
5.55529E+05,1.51353E+05,7.312E+03,9.566E+03,0E+00
2.00893E+05,6.1334E+04,7.25E+03,2.167E+03,0E+00
3.14031E+05,5.3431E+04,6.07E+03,7.272E+03,0E+00
3.35466E+05,3.03113E+05,2.7674E+04,3.5646E+04,0E+00
2.81865E+05,1.39307E+05,3.8601E+04,1.0907E+04,0E+00
2.66447E+05,2.3094E+04,3.762E+03,6.65E+02,0E+00
3.89515E+05,8.9623E+04,1.531E+03,6.598E+03,0E+00
6.67418E+05,2.862E+05,2.4123E+04,1.7285E+04,0E+00
2.8386E+04,1.6526E+04,7.495E+03,6.225E+03,0E+00
3.43695E+05,1.30894E+05,2.4056E+04,2.2685E+04,0E+00
3.175459E+06,3.03269E+05,1.1902E+04,1.5991E+04,0E+00
1.556183E+06,1.85199E+05,2.2165E+04,1.572E+04,0E+00
5.40994E+05,5.4877E+04,2.6683E+04,1.4422E+04,0E+00
3.5972E+04,1.8183E+04,1.3538E+04,1.4027E+04,0E+00
8.09336E+05,2.49344E+05,1.7893E+04,4.797E+03,0E+00
2.109716E+06,5.17427E+05,3.4885E+04,2.4999E+04,0E+00
2.35967E+05,2.2556E+04,1.485E+03,7.18E+03,0E+00
9.31211E+05,1.79561E+05,2.4366E+04,3.1036E+04,0E+00
4.30182E+05,3.0171E+04,6.928E+03,2.302E+03,0E+00
1.3266E+04,1.3744E+04,6.37E+03,5.131E+03,0E+00
2.96695E+05,1.4761E+05,8.275E+03,2.1054E+04,0E+00
5.4814E+04,1.5531E+04,2.2635E+04,5.462E+03,0E+00
1.509303E+06,1.77309E+05,1.7628E+04,2.1087E+04,0E+00
1.56197E+05,1.37104E+05,1.292E+04,5.326E+03,0E+00
3.21276E+05,3.3826E+04,2.3233E+04,5.064E+03,0E+00
7.11763E+05,8.5119E+04,5.491E+03,1.2194E+04,0E+00
3.9684E+05,7.6739E+04,5.512E+04,1.9544E+04,0E+00
1.11578E+05,2.0503E+04,4.496E+03,1.498E+03,0E+00
1.028238E+06,1.62741E+05,6.3312E+04,4.3866E+04,0E+00
3.4582E+04,9.9121E+04,3.9739E+04,8.337E+03,0E+00
6.16191E+05,4.07018E+05,2.0493E+04,3.3199E+04,0E+00
2.184E+04,1.2736E+04,1.2811E+04,1.0785E+04,0E+00
2.017817E+06,9.9653E+04,4.1109E+04,1.6301E+04,0E+00
1.84842E+05,2.50449E+05,1.239E+03,6.54E+03,0E+00
6.68862E+05,6.5864E+04,1.5101E+04,4.542E+03,0E+00
5.7894E+04,4.6023E+04,5.122E+03,5.098E+03,0E+00
2.29878E+05,1.6644E+04,5.419E+03,5.854E+03,0E+00
2.10021E+05,1.4011E+05,2.4543E+04,1.8722E+04,0E+00
8.07079E+05,2.12782E+05,1.9968E+04,5.579E+03,0E+00
5.39172E+05,3.59312E+05,9.5028E+04,1.9552E+04,0E+00
7.512E+04,1.3584E+05,3.0258E+04,6.039E+03,0E+00
5.60104E+05,1.36339E+05,2.5792E+04,2.2465E+04,0E+00
6.42164E+05,6.0608E+04,1.4212E+04,9.191E+03,0E+00
1.87963E+05,4.8527E+04,1.6908E+04,3.03E+03,0E+00
3.50653E+05,9.689E+04,9.7972E+04,2.8043E+04,0E+00
3.05142E+05,4.0015E+04,8.044E+03,7.642E+03,0E+00
2.39846E+05,5.0028E+04,6.537E+03,1.771E+03,0E+00
1.103423E+06,3.37308E+05,3.17646E+05,3.3975E+04,0E+00
5.36691E+05,4.46066E+05,4.9435E+04,1.8581E+04,0E+00
1.076947E+06,8.2695E+04,1.4713E+04,5.437E+03,0E+00
1.779235E+06,4.01302E+05,6.1493E+04,7.2466E+04,0E+00
6.70466E+05,7.49233E+05,5.6233E+04,8.0962E+04,0E+00
4.166E+04,2.2926E+04,1.481E+03,1.77E+03,0E+00
1.13882E+05,2.3702E+04,1.826E+04,4.8722E+04,0E+00
3.30702E+05,9.6877E+04,4.093E+04,5.306E+03,0E+00
7.647E+05,2.52144E+05,1.24765E+05,3.6786E+04,0E+00
8.80594E+05,1.58734E+05,4.4789E+04,6.6145E+04,0E+00
2.284214E+06,5.72266E+05,1.54965E+05,1.2287E+04,0E+00
2.975787E+06,8.27072E+05,2.3282E+04,1.8948E+04,0E+00
2.288101E+06,2.67269E+05,1.5412E+04,1.9627E+04,0E+00
4.38328E+05,5.9248E+05,4.0537E+04,1.7867E+04,0E+00
1.089951E+06,1.27088E+05,1.2283E+04,3.8018E+04,0E+00
2.0602E+04,1.31888E+05,4.0478E+04,1.936E+04,0E+00
1.807969E+06,2.54792E+05,9.656E+03,1.1301E+04,0E+00
2.27622E+05,2.10309E+05,5.003E+04,2.6376E+04,0E+00
8.02124E+05,7.9018E+04,1.4449E+04,1.5609E+04,0E+00
2.4108E+04,2.1019E+04,4.762E+03,3.633E+04,0E+00
4.64932E+05,7.8363E+04,4.2583E+04,1.2976E+04,0E+00
5.95839E+05,3.0674E+04,2.539E+03,1.186E+04,0E+00
5.68234E+05,1.23176E+05,4.924E+03,3.435E+03,0E+00
8.41696E+05,8.312E+04,4.1871E+04,3.965E+03,0E+00
1.145775E+06,1.67926E+05,9.6543E+04,1.069E+04,0E+00
1.572544E+06,3.66607E+05,6.4191E+04,1.4177E+04,0E+00
1.986631E+06,6.88493E+05,2.0382E+04,1.21854E+05,0E+00
2.77709E+05,5.52361E+05,3.0647E+04,1.879E+04,0E+00
1.72468E+06,1.32351E+05,8.5673E+04,3.088E+04,0E+00
6.4987E+04,2.2773E+04,1.7648E+04,4.472E+03,0E+00
1.72858E+05,7.934E+04,1.6515E+04,2.901E+04,0E+00
3.2745E+05,9.122E+03,1.41E+04,7.71E+03,0E+00
1.0142E+04,1.054E+04,1.4206E+04,4.506E+03,0E+00
2.4242E+04,8.297E+03,5.769E+03,2.709E+03,0E+00
1.43316E+05,8.2441E+04,1.8478E+04,4.017E+03,0E+00
2.14091E+05,3.14841E+05,9.0069E+04,2.4871E+04,0E+00
1.92555E+05,1.05865E+05,1.0402E+04,9.192E+03,0E+00
8.5226E+04,2.6388E+04,4.895E+03,1.844E+03,0E+00
4.86154E+05,1.03667E+05,1.9435E+04,4.97E+03,0E+00
3.28994E+05,4.03891E+05,3.4589E+04,7.6557E+04,0E+00
1.1586E+06,3.21785E+05,2.87938E+05,3.3948E+04,0E+00
6.58948E+05,7.761E+04,1.57E+03,8.789E+03,0E+00
1.84818E+05,9.5592E+04,6.545E+03,3.388E+03,0E+00
6.85691E+05,7.0776E+04,1.8581E+04,8.266E+03,0E+00
2.000657E+06,9.29007E+05,6.1812E+04,3.1198E+04,0E+00
2.067321E+06,4.0603E+04,2.3877E+04,2.0703E+04,0E+00
2.13062E+05,7.4689E+04,5.371E+03,1.902E+03,0E+00
3.19225E+05,2.5932E+04,6.478E+03,1.1745E+04,0E+00
1.93885E+05,7.1557E+04,1.4583E+04,9.322E+03,0E+00
1.498771E+06,5.9299E+04,2.2339E+04,6.716E+03,0E+00
2.33593E+05,1.38665E+05,9.8722E+04,1.1077E+04,1E+00
1.234009E+06,1.610844E+06,2.14437E+05,9.2786E+04,1E+00
1.439694E+06,3.09121E+05,5.5817E+04,4.1376E+04,1E+00
1.235975E+06,1.1818E+05,3.2141E+04,8.88E+03,1E+00
1.705012E+06,1.055503E+06,1.02302E+05,1.87857E+05,1E+00
1.023694E+06,2.5275E+05,2.977E+04,1.8909E+04,1E+00
1.841638E+06,2.67668E+05,1.9552E+04,4.5714E+04,1E+00
1.241846E+06,1.572E+05,5.9948E+04,2.0953E+04,1E+00
1.646595E+06,6.31284E+05,9.0114E+04,1.11904E+05,1E+00
9.39537E+05,6.0633E+05,9.847E+04,2.8851E+04,1E+00
1.9105E+05,3.5635E+04,3.527E+03,4.637E+03,1E+00
1.250939E+06,1.60032E+05,7.6839E+04,6.0179E+04,1E+00
8.08288E+05,1.63938E+05,3.0833E+04,2.3689E+04,1E+00
2.92628E+05,2.31325E+05,4.08E+03,2.4867E+04,1E+00
1.035176E+06,3.63316E+05,2.2941E+04,3.6239E+04,1E+00
2.62198E+05,1.73778E+05,1.1463E+05,5.3691E+04,1E+00
2.25965E+06,2.58903E+05,4.6652E+04,4.9724E+04,1E+00
9.3562E+04,3.4722E+04,1.2501E+04,1.0162E+04,1E+00
1.120974E+06,3.7188E+05,3.31489E+05,5.7419E+04,1E+00
7.18265E+05,1.91085E+05,5.7067E+04,4.9983E+04,1E+00
1.769329E+06,2.91335E+05,1.08153E+05,4.0971E+04,1E+00
3.72188E+05,6.602E+03,3.798E+03,7.976E+03,1E+00
1.11018E+06,1.94134E+05,2.99619E+05,4.3299E+04,1E+00
5.84489E+05,7.0897E+04,2.2278E+04,1.9556E+04,1E+00
6.10725E+05,1.60196E+05,3.838E+03,8.07E+03,1E+00
7.1202E+04,3.0796E+04,2.209E+03,2.803E+03,1E+00
8.25005E+05,1.052434E+06,7.2828E+04,7.9056E+04,1E+00
1.854872E+06,1.79154E+05,6.285E+04,1.0742E+04,1E+00
2.036327E+06,5.14629E+05,1.77082E+05,4.3022E+04,1E+00
3.64441E+05,6.7574E+04,2.8969E+04,1.3551E+04,1E+00
9.25901E+05,1.279172E+06,2.69333E+05,7.9597E+04,1E+00
5.56693E+05,1.014E+05,3.7882E+04,3.7407E+04,1E+00
1.508435E+06,1.16851E+05,5.9366E+04,9.983E+03,1E+00
2.356075E+06,8.71516E+05,6.236E+04,5.1212E+04,1E+00
5.66685E+05,2.86932E+05,4.5355E+04,7.499E+03,1E+00
5.66143E+05,9.7392E+04,4.1692E+04,1.236E+04,1E+00
9.61561E+05,1.72174E+05,1.1084E+04,2.7191E+04,1E+00
2.390201E+06,1.4427E+05,3.4536E+04,4.1938E+04,1E+00
4.19137E+05,4.0605E+04,2.8858E+04,5.3656E+04,1E+00
9.93334E+05,1.47112E+05,3.1222E+04,1.0689E+04,1E+00
3.28964E+05,8.913E+03,1.115E+04,1.0898E+04,1E+00
1.150759E+06,1.73728E+05,2.2398E+04,1.3168E+04,1E+00
3.63896E+05,1.08497E+05,4.8134E+04,1.1916E+04,1E+00
1.195258E+06,6.4151E+04,2.9175E+04,1.2089E+04,1E+00
5.74519E+05,3.6389E+04,7.426E+03,9.776E+03,1E+00
1.02473E+05,4.5035E+04,1.6813E+04,6.365E+03,1E+00
3.931E+04,1.73954E+05,2.1064E+04,5.171E+03,1E+00
1.845448E+06,1.38954E+05,1.48515E+05,2.3089E+04,1E+00
9.61614E+05,6.58344E+05,5.994E+03,1.32355E+05,1E+00
1.071051E+06,3.19397E+05,1.6563E+04,3.3557E+04,1E+00
2.35578E+05,1.86148E+05,2.206E+04,1.0637E+04,1E+00
3.0788E+05,6.00139E+05,8.5645E+04,2.8565E+04,1E+00
5.47884E+05,2.8852E+04,6.012E+03,3.13E+03,1E+00
9.052E+04,2.7901E+04,8.541E+03,1.672E+03,1E+00
1.230231E+06,6.2575E+04,1.504E+03,5.74E+03,1E+00
8.81684E+05,7.5455E+04,2.712E+04,8.902E+03,1E+00
1.592756E+06,1.354722E+06,2.70102E+05,2.24076E+05,1E+00
1.571619E+06,1.40797E+05,3.2677E+04,1.9878E+04,1E+00
5.93433E+05,1.97342E+05,2.7871E+04,2.6001E+04,1E+00
1.148425E+06,6.92686E+05,2.72613E+05,1.14662E+05,1E+00
8.89571E+05,7.41347E+05,5.00808E+05,6.2082E+04,1E+00
7.72371E+05,7.7462E+04,2.8062E+04,1.3609E+04,1E+00
4.45929E+05,2.22736E+05,7.6112E+04,1.4998E+04,1E+00
2.460363E+06,3.9106E+04,2.0165E+04,1.0623E+04,1E+00
5.4229E+05,3.30311E+05,7.9502E+04,2.9654E+04,1E+00
5.78909E+05,3.4254E+04,3.54E+03,4.443E+03,1E+00
4.0265E+05,5.50357E+05,4.7654E+04,1.9837E+04,1E+00
8.93373E+05,1.0696E+05,3.6082E+04,1.8733E+04,1E+00
6.67017E+05,1.63477E+05,1.7323E+04,2.7024E+04,1E+00
1.91862E+06,1.94424E+05,2.2025E+05,2.6945E+04,1E+00
2.272264E+06,4.50106E+05,1.44864E+05,6.4192E+04,1E+00
1.959271E+06,7.65221E+05,3.8644E+04,5.0787E+04,1E+00
2.42439E+05,1.05919E+05,4.1653E+04,1.0805E+04,1E+00
5.93146E+05,5.7858E+04,8.724E+03,1.8189E+04,1E+00
1.301363E+06,6.5244E+04,1.24046E+05,2.5599E+04,1E+00
5.79097E+05,1.04661E+05,1.19057E+05,1.4151E+04,1E+00
2.19935E+06,1.544634E+06,8.9135E+04,1.03655E+05,1E+00
8.08532E+05,5.64744E+05,6.1721E+04,2.5286E+04,1E+00
6.04863E+05,2.36198E+05,1.3913E+04,8.789E+03,1E+00
2.274466E+06,1.513011E+06,3.03343E+05,6.9766E+04,1E+00
1.454958E+06,3.87019E+05,5.8582E+04,4.0849E+04,1E+00
3.96506E+05,2.44219E+05,2.1129E+04,1.7173E+04,1E+00
1.82244E+05,1.99701E+05,4.191E+03,9.325E+03,1E+00
1.065385E+06,4.84359E+05,5.6006E+04,3.692E+04,1E+00
8.4593E+05,8.9034E+04,4.6672E+04,2.3328E+04,1E+00
1.672425E+06,1.94887E+05,2.2224E+04,1.8731E+04,1E+00
8.99472E+05,1.4162E+05,7.391E+03,8.378E+03,1E+00
1.086386E+06,1.116636E+06,7.1786E+04,1.18385E+05,1E+00
7.44908E+05,1.38712E+05,5.981E+03,9.229E+03,1E+00
2.30134E+06,2.82518E+05,2.0771E+04,2.3444E+04,1E+00
7.25845E+05,2.08668E+05,1.8652E+04,1.0472E+04,1E+00
6.98174E+05,1.88549E+05,5.6134E+04,2.51E+04,1E+00
1.261664E+06,9.7639E+04,2.4546E+04,1.5679E+04,1E+00
1.944207E+06,1.270422E+06,2.77157E+05,6.8786E+04,1E+00
1.070302E+06,4.97726E+05,5.6404E+04,3.5984E+04,1E+00
1.197592E+06,2.7466E+04,6.2697E+04,8.517E+03,1E+00
6.33325E+05,1.077673E+06,3.30032E+05,2.6101E+04,1E+00
3.07383E+05,5.21625E+05,2.6632E+04,1.0355E+04,1E+00
1.096637E+06,1.0569E+05,5.5152E+04,1.9951E+04,1E+00
4.24252E+05,1.98519E+05,1.16726E+05,2.2175E+04,1E+00
8.61342E+05,1.55998E+05,2.2172E+04,1.5817E+04,1E+00
7.22459E+05,3.59603E+05,2.1025E+04,2.0869E+04,1E+00
1.595312E+06,3.48153E+05,2.519E+04,4.0532E+04,1E+00
3.0821E+04,3.727E+03,3.203E+03,3.551E+03,1E+00
1.150094E+06,7.3415E+04,4.1555E+04,1.0527E+04,1E+00
9.80182E+05,2.09881E+05,1.8428E+04,3.419E+04,1E+00
5.10006E+05,2.2943E+04,6.777E+03,7.139E+03,1E+00
4.58562E+05,1.7351E+05,2.8369E+04,1.0121E+04,1E+00
6.63907E+05,1.12146E+06,1.3188E+05,6.7728E+04,1E+00
1.724643E+06,4.98841E+05,1.34577E+05,6.9972E+04,1E+00
1.626287E+06,1.25728E+05,1.4477E+04,1.7385E+04,1E+00
1.147414E+06,3.30478E+05,2.09082E+05,6.4901E+04,1E+00
7.4449E+05,2.166E+04,3.93E+03,2.551E+03,1E+00
1.438458E+06,6.87739E+05,3.17109E+05,9.9406E+04,1E+00
1.013671E+06,1.16403E+05,5.3916E+04,2.5341E+04,1E+00
9.25059E+05,2.70492E+05,4.0511E+04,1.4636E+04,1E+00
1.33387E+06,1.82307E+05,1.05768E+05,7.953E+03,1E+00
1.420161E+06,1.037927E+06,1.44443E+05,1.22504E+05,1E+00
4.77325E+05,1.38105E+05,9.3904E+04,1.3368E+04,1E+00
7.18407E+05,2.07477E+05,3.0227E+04,2.1825E+04,1E+00
6.69332E+05,2.2479E+04,1.0628E+04,6.121E+03,1E+00
1.140316E+06,1.24749E+05,9.5982E+04,1.5334E+04,1E+00
1.8593E+05,5.21777E+05,3.5262E+04,2.0718E+04,1E+00
1.533115E+06,5.97428E+05,3.70684E+05,5.4801E+04,1E+00
5.20947E+05,4.96164E+05,4.5682E+04,1.2754E+04,1E+00
2.11931E+05,2.7183E+04,4.214E+03,1.0626E+04,1E+00
8.46052E+05,1.26151E+05,1.9971E+04,1.5364E+04,1E+00
1.968838E+06,1.24061E+05,6.0845E+04,2.0688E+04,1E+00
2.19901E+06,7.97578E+05,2.06767E+05,7.3464E+04,1E+00
2.5607E+05,2.5327E+04,1.08392E+05,9.978E+03,1E+00
1.07744E+05,9.77035E+05,1.05005E+05,4.8777E+04,1E+00
1.427144E+06,1.012348E+06,1.26814E+05,7.8352E+04,1E+00
8.90222E+05,8.64518E+05,1.75437E+05,1.55921E+05,1E+00
8.03179E+05,1.7252E+05,5.166E+04,7.355E+03,1E+00
6.28463E+05,1.01909E+05,2.6319E+04,1.5423E+04,1E+00
1.79495E+05,7.6069E+04,1.0914E+04,7.604E+03,1E+00
2.02603E+05,1.29294E+05,1.06963E+05,1.9007E+04,1E+00
6.09555E+05,1.61401E+05,3.2716E+04,1.8534E+04,1E+00
5.46806E+05,1.36341E+05,6.618E+03,1.3033E+04,1E+00
6.12381E+05,4.08004E+05,2.482E+04,2.1096E+04,1E+00
4.95204E+05,9.2344E+04,8.5626E+04,1.2374E+04,1E+00
7.99544E+05,1.39338E+05,1.03029E+05,4.6669E+04,1E+00
8.88547E+05,4.1729E+04,7.385E+03,4.801E+03,1E+00
7.88477E+05,1.33793E+05,2.7154E+04,2.564E+04,1E+00
1.802E+05,2.5166E+04,2.2725E+04,2.0456E+04,1E+00
5.9759E+05,4.5399E+04,1.3017E+04,7.743E+03,1E+00
2.414028E+06,3.72148E+05,8.9513E+04,4.4461E+04,1E+00
1.631415E+06,2.38435E+05,8.222E+03,2.2046E+04,1E+00
8.0548E+05,1.52506E+05,1.801E+04,3.0177E+04,1E+00
2.194808E+06,2.50877E+05,1.32974E+05,2.277E+04,1E+00
1.309725E+06,7.4213E+04,1.0478E+04,3.9682E+04,1E+00
1.324963E+06,2.15407E+05,3.5298E+04,1.818E+04,1E+00
4.19659E+05,1.75443E+05,3.6555E+04,1.3783E+04,1E+00
6.82387E+05,4.5308E+05,5.207E+04,5.5386E+04,1E+00
8.43834E+05,9.5778E+04,1.557E+03,2.8914E+04,1E+00
1.183494E+06,3.05891E+05,4.443E+04,3.0791E+04,1E+00
2.96636E+05,1.91359E+05,1.3304E+04,1.191E+04,1E+00
4.39462E+05,3.203E+04,1.9124E+04,7.551E+03,1E+00
1.06165E+06,3.9406E+04,8.9008E+04,2.0178E+04,1E+00
1.464353E+06,1.61816E+05,1.04314E+05,2.8399E+04,1E+00
7.27637E+05,3.6365E+05,8.3258E+04,2.4704E+04,1E+00
5.73163E+05,4.05716E+05,1.5308E+04,2.689E+04,1E+00
1.011005E+06,4.22716E+05,1.40769E+05,6.9639E+04,1E+00
1.070118E+06,6.16185E+05,3.1461E+04,4.087E+04,1E+00
1.11681E+06,3.109E+05,2.52463E+05,7.7806E+04,1E+00
4.68603E+05,1.28233E+05,8.5431E+04,2.098E+04,1E+00
1.438438E+06,3.63325E+05,1.57843E+05,3.3562E+04,1E+00
1.709597E+06,1.90789E+05,1.64385E+05,7.2148E+04,1E+00
4.75837E+05,1.48441E+05,5.3105E+04,3.7989E+04,1E+00
1.027579E+06,1.12513E+05,5.1135E+04,5.2228E+04,1E+00
2.71745E+05,6.2341E+04,3.018E+03,5.389E+03,1E+00
5.7098E+04,3.9036E+04,5.578E+04,8.117E+03,1E+00
1.64794E+06,6.7212E+04,2.3767E+04,5.0481E+04,1E+00
1.551154E+06,1.73264E+05,6.1174E+04,2.2976E+04,1E+00
1.585304E+06,1.76352E+05,1.37105E+05,3.0983E+04,1E+00
9.58355E+05,2.57622E+05,2.2304E+05,1.088E+04,1E+00
1.041157E+06,4.99553E+05,2.35084E+05,1.63821E+05,1E+00
9.62602E+05,7.0144E+05,3.2316E+05,7.5625E+04,1E+00
9.55972E+05,4.36749E+05,4.4077E+04,2.492E+04,1E+00
2.240984E+06,6.85735E+05,1.80412E+05,2.6213E+04,1E+00
3.22234E+05,2.74629E+05,6.4323E+04,3.366E+04,1E+00
3.05077E+05,3.1275E+04,9.425E+03,5.134E+03,1E+00
8.22148E+05,3.01738E+05,4.8522E+04,2.0347E+04,1E+00
1.28277E+06,1.62088E+05,1.7691E+04,1.6213E+05,1E+00
1.095767E+06,4.63108E+05,2.24799E+05,4.7773E+04,1E+00
2.584298E+06,6.2255E+05,3.18828E+05,1.09541E+05,1E+00
1.370872E+06,3.71565E+05,1.29132E+05,7.1417E+04,1E+00
9.38742E+05,9.71E+04,6.9912E+04,9.124E+03,1E+00
7.7256E+05,2.38476E+05,3.3241E+04,8.719E+03,1E+00
1.145545E+06,2.2075E+04,7.646E+03,9.435E+03,1E+00
1.59302E+05,2.8316E+04,2.4681E+04,5.256E+03,1E+00
7.1483E+05,3.94793E+05,2.89596E+05,7.9676E+04,1E+00
1.964706E+06,1.5582E+04,8.9251E+04,3.5628E+04,1E+00
5.9131E+05,7.2937E+04,7.452E+04,1.0257E+04,1E+00
5.6845E+05,7.9829E+04,2.6598E+04,4E+03,1E+00
1.055212E+06,1.24636E+05,7.1713E+04,6.8768E+04,1E+00
7.68209E+05,4.15742E+05,4.3375E+04,5.0888E+04,1E+00
9.24919E+05,1.45779E+05,4.9463E+04,2.0689E+04,1E+00
2.09477E+05,2.40097E+05,4.1117E+04,7.251E+03,1E+00
9.04584E+05,1.276E+05,1.78993E+05,3.3144E+04,1E+00
1.23925E+06,2.58701E+05,5.0585E+04,3.2537E+04,1E+00
1.396077E+06,1.014608E+06,1.5952E+05,4.0924E+04,1E+00
1.604283E+06,3.29764E+05,1.44456E+05,3.0514E+04,1E+00
8.69647E+05,4.4316E+04,1.79898E+05,3.7359E+04,1E+00
1.548956E+06,1.30873E+05,5.0034E+04,1.5815E+04,1E+00
1.032541E+06,5.00898E+05,5.6943E+04,1.6032E+04,1E+00
7.01337E+05,1.3123E+05,7.975E+04,1.3066E+04,1E+00
2.31795E+05,1.10669E+05,1.0577E+04,3.507E+03,1E+00
2.087689E+06,4.03964E+05,5.233E+04,5.5397E+04,1E+00
7.21801E+05,9.3404E+04,2.099E+03,9.23E+02,1E+00
1.630355E+06,2.28428E+05,5.8781E+04,1.3184E+04,1E+00
1.599699E+06,5.36361E+05,2.96057E+05,1.44354E+05,1E+00
1.176116E+06,6.61903E+05,2.20506E+05,5.2115E+04,1E+00
7.87532E+05,2.5487E+05,2.6584E+04,2.3307E+04,1E+00
1.59834E+06,3.12452E+05,2.0647E+04,4.1656E+04,1E+00
2.3382E+04,3.4561E+04,1.765E+03,4.265E+03,1E+00
2.02605E+05,2.02877E+05,1.21671E+05,3.0125E+04,1E+00
2.114455E+06,1.23238E+05,1.07748E+05,2.5668E+04,1E+00
1.340568E+06,2.58572E+05,2.9799E+04,1.5068E+04,1E+00
1.188317E+06,1.126348E+06,6.33801E+05,6.6217E+04,1E+00
1.920749E+06,4.5208E+05,1.6302E+05,1.99266E+05,1E+00
7.47837E+05,4.6737E+04,1.0216E+04,1.898E+04,1E+00
6.49069E+05,4.49577E+05,3.0465E+04,2.9943E+04,1E+00
9.40441E+05,4.12925E+05,1.7827E+04,4.7134E+04,1E+00
1.356268E+06,9.4736E+04,9.4999E+04,2.5146E+04,1E+00
1.169167E+06,1.06585E+05,2.6246E+04,1.13176E+05,1E+00
1.546125E+06,2.23538E+05,3.6942E+04,2.2082E+04,1E+00
5.11297E+05,1.60618E+05,5.0324E+04,5.936E+03,1E+00
4.11503E+05,2.7252E+04,8.111E+03,7.322E+03,1E+00
6.819E+05,5.6478E+04,5.2772E+04,1.9512E+04,1E+00
1.102568E+06,2.80321E+05,1.09188E+05,1.887E+04,1E+00
1.44061E+05,5.7825E+04,4.3697E+04,5.758E+03,1E+00
1.178808E+06,1.16438E+05,1.0141E+04,7.67E+03,1E+00
4.36722E+05,1.225E+05,5.0577E+04,1.3976E+04,1E+00
